-347,102,400
-343,103,412
-339,102,300
-337,99,60
-336,95,50
-332,95,225
-332,94,124
-329,92,200
-329,89,200
-330,88,208
-331,84,104
-330,80,80
-332,78,410
-327,82,100
-324,84,27
-323,84,200
-322,87,72
-322,90,300
-320,87,35
-316,86,200
-315,87,145
-310,87,50
-306,88,32
-306,89,614
-304,86,80
-304,82,24
-305,80,800
-299,82,32
-298,82,160
-294,81,200
-293,81,450
-294,77,18
-295,73,102
-296,70,200
-296,66,100
-297,65,344
-296,61,200
-294,59,78
-290,57,466
-290,54,204
-294,54,48
-294,56,414
-299,56,17
-301,54,24
-303,52,120
-304,48,77
-306,48,60
-310,48,200
-309,45,38
-309,43,310
-313,44,408
-316,46,226
-312,40,40
-314,37,300
-314,32,60
-315,29,69
-314,25,75
-313,23,72
-312,15,52
-305,13,64
-302,2,150
-295,2,214
-306,-6,78
-311,-7,68
-309,-10,62
-315,-3,24
-339,-6,55
-346,-8,4
-351,-8,12
-356,-2,77
-360,-3,36
-369,11,54
-369,25,8
-376,29,38
-382,29,11
-386,36,130
-388,42,21
-399,63,80
-404,77,68
-415,78,80
-430,79,120
-433,76,118
-443,85,132
-476,88,204
-473,98,90
-476,118,68
-482,115,75
-485,124,24
-481,132,200
-459,125,200
-455,138,40
-438,145,52
-438,141,5
-435,138,225
-433,139,172
-415,131,166
-415,125,26
-424,108,160
-423,110,60
-413,107,155
-409,105,58
-408,119,53
-401,129,57
-397,126,83
-381,108,92
-366,108,40
-362,104,64
-358,103,32
-353,104,38
-321,87,54
-308,83,88
-299,80,96
-294,76,96
-299,57,60
-302,57,88
-307,50,60
-311,39,225
-317,29,225
-318,26,150
-370,24,0
-375,30,0
-388,38,0
-390,40,12
-400,62,68
-436,141,3
-410,119,53
-381,109,0
-315,41,4
-315,30,24
-312,14,38
-311,8,47
-302,-5,26
-303,-11,32
-311,-3,30
-342,1,8
-349,1,89
-352,5,304
-355,4,129
-361,4,8
-367,3,600
-368,11,86
-368,13,12
-373,15,480
-373,19,330
-367,24,94
-373,33,86
-378,35,32
-380,39,90
-385,41,54
-388,44,28
-401,60,116
-407,62,300
-405,82,50
-416,86,154
-423,80,60
-429,79,105
-442,90,60
-449,90,32
-462,90,16
-474,91,45
-481,121,36
-477,130,300
-457,125,62
-451,148,32
-451,153,400
-435,147,418
-414,139,126
-414,125,164
-418,102,50
-414,99,31
-404,106,134
-408,116,12
-398,125,24
-392,117,140
-374,119,95
-372,116,120
-372,109,60
-366,103,68
-359,107,100
-354,105,34
-335,99,96
-328,85,281
-328,80,104
-325,76,309
-317,89,100
-312,88,48
-296,77,28
-301,56,31
-306,57,40
-308,62,308
-310,56,304
-309,54,220
-311,14,50
-302,-6,31
-302,-11,80
-310,-1,82
-337,5,144
-344,5,0
-363,4,90
-362,34,300
-377,29,40
-385,35,16
-385,43,150
-412,64,804
-412,65,322
-422,78,128
-422,72,340
-457,95,26
-476,91,72
-482,123,44
-472,128,42
-462,122,160
-453,147,50
-418,101,52
-410,101,80
-403,134,102
-351,107,44
-326,80,45
-313,90,75
-302,56,6
-311,32,100
-311,28,40

-307,55,0
-306,55,2
-306,56,16
-306,57,40
-311,53,6
-311,52,30
-311,51,40
-310,55,12
-310,54,3
-309,54,218
-313,27,14
-312,10,24
-362,4,2
-367,10,9
-368,11,86
-368,10,22
-369,10,5
-367,9,6
-367,14,10
-388,45,0
-389,44,4
-384,42,4
-405,81,30
-462,91,4
-452,130,0
-451,130,6
-452,133,12
-451,148,32
-452,148,28
-417,103,3
-413,102,12
-412,102,0
-412,103,6
-408,128,12
-401,128,2
-372,109,60
-366,103,68
-357,108,58
-333,101,12
-373,9,0
-478,102,8
-470,102,22
